Name Mass Radius Orbit Smass Distance Habitable Method Year
"Kepler-689 b" 4.68 2.89 0.15 0.91 1044 0 "transit" 2016
"Kepler-690 b" 41.91 5.95 0.08 1.11 1653 0 "transit" 2016
"Kepler-691 b" 12.15 2.08 0.06 0.53 239 0 "transit" 2016
"Kepler-692 b" 5.85 3.1 0.15 0.9 1000 0 "transit" 2016
"Kepler-693 b" 301.2 10.17 0.11 0.76 1002 0 "transit" 2016
"Kepler-694 b" 4.24 2.8 0.07 0.97 1023 0 "transit" 2016
"Kepler-695 b" 187.63 9.21 0.04 0.84 620 0 "transit" 2016
"Kepler-696 b" 46.17 6.14 0.05 1.06 1285 0 "transit" 2016
"Kepler-697 b" 13.94 4.12 0.05 0.92 1091 0 "transit" 2016
"Kepler-698 b" 9.85 3.67 0.12 0.94 1135 0 "transit" 2016
"Kepler-700 b" 42.64 5.98 0.36 0.98 1061 0 "transit" 2016
"Kepler-701 b" 4.4 2.83 0.09 0.88 755 0 "transit" 2016
"Kepler-702 b" 183.81 9.16 0.09 0.9 892 0 "transit" 2016
"Kepler-703 b" 119.5 8.2 0.06 1.18 1482 0 "transit" 2016
"Kepler-704 b" 3.38 2.61 0.05 0.97 1054 0 "transit" 2016
"Kepler-705 b" 12.69 2.11 0.23 0.53 251 1 "transit" 2016
"Kepler-707 b" 2.3 1.33 0.03 0.8 626 0 "transit" 2016
"Kepler-708 b" 4.86 2.92 0.04 0.97 1241 0 "transit" 2016
"Kepler-709 b" 4.86 2.92 0.12 0.8 668 0 "transit" 2016
"Kepler-710 b" 8.1 1.88 0.05 0.94 919 0 "transit" 2016
"Kepler-711 b" 7.81 3.4 0.15 0.84 664 0 "transit" 2016
"Kepler-712 b" 7.81 3.4 0.14 0.84 944 0 "transit" 2016
"Kepler-712 c" 22.67 4.85 0.69 0.84 944 0 "transit" 2016
"Kepler-713 b" 25.7 2.48 0.07 0.98 1003 0 "transit" 2016
"Kepler-714 b" 233.03 9.67 0.08 1.09 1460 0 "transit" 2016
"Kepler-715 b" 10.5 3.75 0.09 1.04 1214 0 "transit" 2016
"Kepler-716 b" 4.74 2.9 0.09 0.83 675 0 "transit" 2016
"Kepler-717 b" 23.12 2.42 0.05 0.88 1126 0 "transit" 2016
"Kepler-719 b" 137.27 8.51 0.06 0.99 1427 0 "transit" 2016
"Kepler-720 b" 130.63 8.4 0.05 0.95 880 0 "transit" 2016
"Kepler-721 b" 3.52 2.64 0.06 0.82 848 0 "transit" 2016
"Kepler-722 b" 3.47 2.63 0.05 1.03 1375 0 "transit" 2016
"Kepler-722 c" 4.34 2.82 0.44 1.03 1375 0 "transit" 2016
"Kepler-724 b" 7.04 3.29 0.04 0.9 862 0 "transit" 2016
"Kepler-725 b" 389.88 10.62 0.22 0.88 778 0 "transit" 2016
"Kepler-726 b" 6.82 3.26 0.15 0.88 838 0 "transit" 2016
"Kepler-727 b" 3.06 2.53 0.06 0.89 892 0 "transit" 2016
"Kepler-728 b" 7.34 3.34 0.06 0.95 1236 0 "transit" 2016
"Kepler-729 b" 9.05 3.57 0.04 0.94 1271 0 "transit" 2016
"Kepler-730 b" 187.63 9.21 0.07 1 1455 0 "transit" 2016
"Kepler-732 b" 14.46 2.17 0.07 0.49 150 0 "transit" 2016
"Kepler-732 c" 1.92 1.27 0.01 0.49 150 0 "transit" 2016
"Kepler-733 b" 4.34 2.82 0.14 0.9 980 0 "transit" 2016
"Kepler-734 b" 8.96 3.56 0.06 0.85 553 0 "transit" 2016
"Kepler-735 b" 4.98 2.95 0.09 0.85 790 0 "transit" 2016
"Kepler-736 b" 4.86 2.92 0.04 0.86 1007 0 "transit" 2016
"Kepler-737 b" 9.51 1.96 0.15 0.51 195 0 "transit" 2016
"Kepler-738 b" 26.81 2.5 0.16 0.86 992 0 "transit" 2016
"Kepler-739 b" 7.19 3.32 0.1 0.93 1128 0 "transit" 2016
"Kepler-740 b" 18.98 4.57 0.04 0.91 1262 0 "transit" 2016
"Kepler-741 b" 5.1 2.97 0.08 1.16 1530 0 "transit" 2016
"Kepler-742 b" 6.68 3.24 0.07 0.76 499 0 "transit" 2016
"Kepler-743 b" 1.65 1.21 0.04 0.94 258 0 "transit" 2016
"Kepler-744 b" 4.65 1.62 0.1 0.94 486 0 "transit" 2016
"Kepler-745 b" 14.15 2.16 0.09 1.04 1199 0 "transit" 2016
"Kepler-746 b" 1.23 1.11 0.04 0.91 450 0 "transit" 2016
"Kepler-747 b" 28.98 5.26 0.2 0.82 855 0 "transit" 2016
"Kepler-748 b" 3.02 2.52 0.08 1.07 1271 0 "transit" 2016
"Kepler-749 b" 5.85 3.1 0.12 0.79 753 0 "transit" 2016
"Kepler-750 b" 5.66 3.07 0.09 1.15 1181 0 "transit" 2016
"Kepler-750 c" 4.65 1.62 0.05 1.15 1181 0 "transit" 2016
"Kepler-751 b" 24.64 2.45 0.13 0.87 748 0 "transit" 2016
"Kepler-752 b" 4.29 2.81 0.13 0.87 1075 0 "transit" 2016
"Kepler-753 b" 8.48 1.9 0.06 0.68 278 0 "transit" 2016
"Kepler-754 b" 10.4 2 0.12 1.06 1192 0 "transit" 2016
"Kepler-755 b" 6.25 1.76 0.02 0.82 368 0 "transit" 2016
"Kepler-755 c" 1.86 1.25 0.04 0.82 368 0 "transit" 2016
"Kepler-756 b" 1.27 1.12 0.02 0.82 852 0 "transit" 2016
"Kepler-757 b" 2.44 1.36 0.02 1.08 1016 0 "transit" 2016
"Kepler-758 b" 25.7 2.48 0.11 1.16 1353 0 "transit" 2016
"Kepler-758 c" 5.4 1.69 0.06 1.16 1353 0 "transit" 2016
"Kepler-758 d" 12.97 2.12 0.15 1.16 1353 0 "transit" 2016
"Kepler-758 e" 3.69 1.52 0.08 1.16 1353 0 "transit" 2016
"Kepler-759 b" 17.55 2.27 0.24 1.04 892 0 "transit" 2016
"Kepler-760 b" 5.59 3.06 0.08 0.89 782 0 "transit" 2016
"Kepler-760 c" 3.31 1.48 0.03 0.89 782 0 "transit" 2016
"Kepler-761 b" 10.88 2.03 0.09 0.95 867 0 "transit" 2016
"Kepler-763 b" 1.7 1.22 0.02 0.84 902 0 "transit" 2016
"Kepler-764 b" 4.77 1.64 0.07 0.92 1013 0 "transit" 2016
"Kepler-765 b" 23.62 2.43 0.18 1.05 1000 0 "transit" 2016
"Kepler-766 b" 7.65 3.38 0.07 1.1 1614 0 "transit" 2016
"Kepler-767 b" 58.73 6.63 0.57 0.96 1185 0 "transit" 2016
"Kepler-768 b" 6.72 1.79 0.09 0.82 795 0 "transit" 2016
"Kepler-769 b" 4.86 2.92 0.08 1.19 1362 0 "transit" 2016
"Kepler-769 c" 6.72 1.79 0.13 1.19 1362 0 "transit" 2016
"Kepler-770 b" 18.31 2.3 0.14 0.94 761 0 "transit" 2016
"Kepler-770 c" 1.59 1.2 0.02 0.94 761 0 "transit" 2016
"Kepler-770 d" 2.73 1.4 0.05 0.94 761 0 "transit" 2016
"Kepler-771 b" 7.04 1.81 0.08 1.03 1000 0 "transit" 2016
"Kepler-772 b" 7.04 1.81 0.11 0.98 689 0 "transit" 2016
"Kepler-773 b" 2.97 1.43 0.05 1.04 528 0 "transit" 2016
"Kepler-774 b" 6.26 3.17 0.11 1.57 1190 0 "transit" 2016
"Kepler-775 b" 1.54 1.19 0.02 0.92 400 0 "transit" 2016
"Kepler-776 b" 1.98 1.28 0.05 0.83 727 0 "transit" 2016
"Kepler-777 b" 3.22 1.47 0.05 0.58 383 0 "transit" 2016
"Kepler-778 b" 5.27 1.68 0.04 0.81 899 0 "transit" 2016
"Kepler-779 b" 0.66 0.92 0.06 0.46 224 0 "transit" 2016
"Kepler-780 b" 0.58 0.88 0.02 1.01 520 0 "transit" 2016
"Kepler-781 b" 4.68 2.89 0.1 0.81 1036 0 "transit" 2016
"Kepler-782 b" 6.46 3.2 0.57 0.98 412 0 "transit" 2016
"Kepler-783 b" 0.39 0.78 0.05 0.93 544 0 "transit" 2016
"Kepler-784 b" 4.2 1.58 0.2 1 604 0 "transit" 2016
"Kepler-786 b" 23.62 2.43 0.26 0.81 512 0 "transit" 2016
"Kepler-787 b" 1.98 1.28 0.02 0.65 468 0 "transit" 2016
"Kepler-788 b" 3.1 2.54 0.08 1.16 1649 0 "transit" 2016
"Kepler-789 b" 12.97 2.12 0.08 1.01 915 0 "transit" 2016
"Kepler-790 b" 14.46 2.17 0.11 0.84 727 0 "transit" 2016
"Kepler-791 b" 5.53 3.05 0.13 1.3 1447 0 "transit" 2016
"Kepler-792 b" 9.51 1.96 0.1 1.09 1205 0 "transit" 2016
"Kepler-793 b" 2.51 1.37 0.05 0.98 794 0 "transit" 2016
"Kepler-794 b" 12.69 2.11 0.1 1.19 763 0 "transit" 2016
"Kepler-795 b" 5.27 1.68 0.18 0.94 458 0 "transit" 2016
"Kepler-796 b" 2.1 1.3 0.07 0.93 377 0 "transit" 2016
"Kepler-797 b" 14.46 2.17 0.17 0.96 752 0 "transit" 2016
"Kepler-798 b" 21.7 2.39 0.12 1.19 1085 0 "transit" 2016
"Kepler-799 b" 65.95 6.88 0.5 0.95 1029 0 "transit" 2016
"Kepler-800 b" 4.45 2.84 0.11 0.85 1049 0 "transit" 2016
"Kepler-801 b" 10.17 1.99 0.09 0.67 419 0 "transit" 2016
"Kepler-802 b" 8.79 3.54 0.22 0.93 828 0 "transit" 2016
"Kepler-803 b" 10.78 3.79 0.27 1.05 615 0 "transit" 2016
"Kepler-804 b" 9.09 1.94 0.12 1.01 648 0 "transit" 2016
"Kepler-804 c" 1.35 1.14 0.09 1.01 648 0 "transit" 2016
"Kepler-805 b" 4.68 2.89 0.2 1.19 657 0 "transit" 2016
"Kepler-806 b" 1.35 1.14 0.08 0.99 260 0 "transit" 2016
"Kepler-807 b" 345.47 10.42 0.48 1.04 1312 0 "transit" 2016
"Kepler-808 b" 3.14 1.46 0.01 0.76 321 0 "transit" 2016
"Kepler-809 b" 5.34 3.01 0.28 0.99 933 0 "transit" 2016
"Kepler-810 b" 8.88 1.93 0.05 1.03 1554 0 "transit" 2016
"Kepler-811 b" 3.77 2.7 0.16 1.01 847 0 "transit" 2016
"Kepler-812 b" 8.87 3.55 0.1 1.45 1482 0 "transit" 2016
"Kepler-813 b" 13.55 2.14 0.14 0.95 840 0 "transit" 2016
"Kepler-814 b" 12.97 2.12 0.07 1.15 1327 0 "transit" 2016
"Kepler-815 b" 13.82 4.11 0.09 1.25 1199 0 "transit" 2016
"Kepler-816 b" 312.37 10.24 0.09 0.9 1059 0 "transit" 2016
"Kepler-817 b" 172.88 9.03 0.05 1.03 1401 0 "transit" 2016
"Kepler-818 b" 26.46 5.11 0.09 0.94 967 0 "transit" 2016
"Kepler-819 b" 4.02 2.76 0.19 0.86 722 0 "transit" 2016
"Kepler-820 b" 44.88 6.08 0.53 1.23 989 0 "transit" 2016
"Kepler-821 b" 2.17 1.31 0.03 0.84 619 0 "transit" 2016
"Kepler-822 b" 6.4 1.77 0.04 1.06 956 0 "transit" 2016
"Kepler-823 b" 4.09 1.57 0.05 0.98 896 0 "transit" 2016
"Kepler-824 b" 7.92 1.87 0.06 1.15 1352 0 "transit" 2016
"Kepler-825 b" 3.69 1.52 0.05 1.03 820 0 "transit" 2016
"Kepler-825 c" 7.38 1.84 0.08 1.03 820 0 "transit" 2016
"Kepler-826 b" 1.86 1.25 0.05 1.05 649 0 "transit" 2016
"Kepler-827 b" 35.33 5.62 0.27 0.93 1352 0 "transit" 2016
"Kepler-828 b" 3.59 1.51 0.01 0.81 625 0 "transit" 2016
"Kepler-829 b" 12.69 2.11 0.07 0.98 954 0 "transit" 2016
"Kepler-830 b" 5.54 1.7 0.1 1.07 1122 0 "transit" 2016
"Kepler-831 b" 1.92 1.27 0.06 0.99 577 0 "transit" 2016
"Kepler-832 b" 11.62 2.06 0.07 0.92 1346 0 "transit" 2016
"Kepler-833 b" 10.64 2.02 0.12 0.64 421 0 "transit" 2016
"Kepler-834 b" 10.64 2.02 0.1 0.7 620 0 "transit" 2016
"Kepler-835 b" 4.18 2.79 0.1 1.08 2011 0 "transit" 2016
"Kepler-836 b" 3.92 2.73 0.1 1.03 1003 0 "transit" 2016
"Kepler-837 b" 3.15 2.55 0.12 0.85 846 0 "transit" 2016
"Kepler-838 b" 3.92 2.73 0.12 0.98 1210 0 "transit" 2016
"Kepler-839 b" 3.19 2.56 0.24 1.22 833 0 "transit" 2016
"Kepler-841 b" 28.42 5.23 0.46 0.85 1052 0 "transit" 2016
"Kepler-842 b" 4.42 1.6 0.02 0.78 552 0 "transit" 2016
"Kepler-843 b" 3.28 2.59 0.03 1.02 1247 0 "transit" 2016
"Kepler-844 b" 5.27 1.68 0.03 0.59 394 0 "transit" 2016
"Kepler-845 b" 11.12 2.04 0.02 0.79 471 0 "transit" 2016
"Kepler-846 b" 25.7 2.48 0.14 0.94 1233 0 "transit" 2016
"Kepler-847 b" 1.49 1.18 0.03 0.83 529 0 "transit" 2016
"Kepler-848 b" 5.54 1.7 0.07 1.01 797 0 "transit" 2016
"Kepler-849 b" 74.28 7.13 1.13 1.23 747 0 "transit" 2016
"Kepler-850 b" 6.56 1.78 0.07 1.06 1535 0 "transit" 2016
"Kepler-851 b" 5.27 1.68 0.08 0.89 869 0 "transit" 2016
"Kepler-852 b" 3.1 2.54 0.26 1.19 854 0 "transit" 2016
"Kepler-853 b" 5.4 1.69 0.08 1.3 610 0 "transit" 2016
"Kepler-855 b" 127.44 8.34 0.08 1.03 1043 0 "transit" 2016
"Kepler-856 b" 195.56 9.3 0.08 0.96 1175 0 "transit" 2016
"Kepler-857 b" 63.58 6.8 0.38 0.99 1039 0 "transit" 2016
"Kepler-858 b" 22.83 4.86 0.35 0.96 296 0 "transit" 2016
"Kepler-859 b" 5.79 3.09 0.14 0.81 915 0 "transit" 2016
"Kepler-860 b" 6.68 3.24 0.06 1.04 1295 0 "transit" 2016
"Kepler-861 b" 17.55 2.27 0.05 0.82 806 0 "transit" 2016
"Kepler-862 b" 15.43 2.21 0.04 0.88 806 0 "transit" 2016
"Kepler-863 b" 4.74 2.9 0.12 0.96 1145 0 "transit" 2016
"Kepler-864 b" 22.16 2.4 0.06 1 1573 0 "transit" 2016
"Kepler-865 b" 26.25 2.49 0.11 0.93 664 0 "transit" 2016
"Kepler-866 b" 4.65 1.62 0.03 0.75 690 0 "transit" 2016
"Kepler-867 b" 19.83 4.64 0.54 0.92 824 0 "transit" 2016
"Kepler-868 b" 11.37 2.05 0.06 0.93 1269 0 "transit" 2016
"Kepler-869 b" 9.31 3.61 0.23 0.97 957 0 "transit" 2016
"Kepler-870 b" 4.13 2.78 0.15 1.01 1231 0 "transit" 2016
"Kepler-871 b" 10.4 3.74 0.16 1.11 1695 0 "transit" 2016
"Kepler-872 b" 10.17 1.99 0.04 1.05 1114 0 "transit" 2016
"Kepler-873 b" 10.5 3.75 0.16 1.18 1397 0 "transit" 2016
"Kepler-874 b" 12.19 3.94 0.24 1.09 1072 0 "transit" 2016
"Kepler-875 b" 4.74 2.9 0.18 1.06 1244 0 "transit" 2016
"Kepler-876 b" 2.97 1.43 0.05 0.81 735 0 "transit" 2016
"Kepler-877 b" 12.97 2.12 0.13 0.85 572 0 "transit" 2016
"Kepler-878 b" 8.88 1.93 0.16 0.81 567 0 "transit" 2016
"Kepler-879 b" 3.19 2.56 0.2 1.02 772 0 "transit" 2016
"Kepler-880 b" 3.57 2.65 0.09 1.46 673 0 "transit" 2016
"Kepler-881 b" 6.56 1.78 0.05 1.06 1364 0 "transit" 2016
"Kepler-882 b" 1.75 1.23 0.05 0.9 525 0 "transit" 2016
"Kepler-883 b" 6.56 1.78 0.11 1.06 549 0 "transit" 2016
"Kepler-884 b" 1.75 1.23 0.06 1 420 0 "transit" 2016
"Kepler-885 b" 26.81 2.5 0.14 1.21 632 0 "transit" 2016
"Kepler-886 b" 3.69 1.52 0.07 1.1 857 0 "transit" 2016
"Kepler-887 b" 7.38 1.84 0.15 1.19 831 0 "transit" 2016
"Kepler-887 c" 1.31 1.13 0.08 1.19 831 0 "transit" 2016
"Kepler-888 b" 6.25 1.76 0.33 0.97 413 0 "transit" 2016
"Kepler-889 b" 1.14 1.09 0.05 1.14 513 0 "transit" 2016
"Kepler-890 b" 161.87 8.88 0.28 1.09 1387 0 "transit" 2016
"Kepler-891 b" 52.72 6.41 0.28 1.06 1372 0 "transit" 2016
"Kepler-892 b" 4.29 2.81 0.1 0.75 640 0 "transit" 2016
"Kepler-893 b" 5.4 3.02 0.07 1 1216 0 "transit" 2016
"Kepler-894 b" 4.13 2.78 0.09 0.87 1090 0 "transit" 2016
"Kepler-895 b" 3.78 1.53 0.03 0.65 516 0 "transit" 2016
"Kepler-896 b" 3.06 2.53 0.51 0.84 896 0 "transit" 2016
"Kepler-897 b" 21.7 2.39 0.08 1.03 1147 0 "transit" 2016
"Kepler-898 b" 3.4 1.49 0.06 0.65 479 0 "transit" 2016
"Kepler-899 b" 3.67 2.68 0.14 0.93 1038 0 "transit" 2016
"Kepler-900 b" 12.15 2.08 0.07 0.78 505 0 "transit" 2016
"Kepler-901 b" 2.51 1.37 0.04 0.59 241 0 "transit" 2016
"Kepler-902 b" 3.1 2.54 0.23 0.95 904 0 "transit" 2016
"Kepler-903 b" 10.4 2 0.09 0.98 829 0 "transit" 2016
"Kepler-903 c" 3.06 2.53 0.31 0.98 829 0 "transit" 2016
"Kepler-904 b" 6.4 1.77 0.04 1.16 1151 0 "transit" 2016
"Kepler-905 b" 2.81 1.41 0.06 0.95 521 0 "transit" 2016
"Kepler-906 b" 12.69 2.11 0.24 1.06 758 0 "transit" 2016
"Kepler-907 b" 1.59 1.2 0.13 1.08 352 0 "transit" 2016
"Kepler-908 b" 1.7 1.22 0.02 1.11 250 0 "transit" 2016
"Kepler-909 b" 3.22 1.47 0.12 1.17 318 0 "transit" 2016
"Kepler-910 b" 0.45 0.82 0.04 1.26 402 0 "transit" 2016
"Kepler-911 b" 3.33 2.6 0.16 1.34 567 0 "transit" 2016
"Kepler-912 b" 4.24 2.8 0.04 1.07 1265 0 "transit" 2016
"Kepler-913 b" 11.62 2.06 0.08 0.63 597 0 "transit" 2016
"Kepler-914 b" 2.58 1.38 0.05 1.1 678 0 "transit" 2016
"Kepler-915 b" 3.49 1.5 0.06 1.21 806 0 "transit" 2016
"Kepler-916 b" 6.25 1.76 0.19 0.85 769 0 "transit" 2016
"Kepler-917 b" 8.48 1.9 0.04 0.8 1027 0 "transit" 2016
"Kepler-918 b" 5.96 1.74 0.06 1.11 1245 0 "transit" 2016
"Kepler-919 b" 16.81 2.25 0.1 1.15 1219 0 "transit" 2016
"Kepler-920 b" 23.12 2.42 0.07 0.89 926 0 "transit" 2016
"Kepler-920 c" 10.88 3.8 0.41 0.89 926 0 "transit" 2016
"Kepler-921 b" 4.57 2.87 0.26 0.93 847 0 "transit" 2016
"Kepler-922 b" 2.89 1.42 0.02 0.95 558 0 "transit" 2016
"Kepler-923 b" 2.58 1.38 0.07 1.11 966 0 "transit" 2016
"Kepler-924 b" 5.66 3.07 0.32 1.14 995 0 "transit" 2016
"Kepler-925 b" 19.94 2.34 0.19 0.77 623 0 "transit" 2016
"Kepler-926 b" 18.71 2.31 0.27 1.01 771 0 "transit" 2016
"Kepler-927 b" 5.68 1.71 0.09 0.99 879 0 "transit" 2016
"Kepler-928 b" 4.31 1.59 0.04 0.73 532 0 "transit" 2016
"Kepler-929 b" 1.23 1.11 0.02 1.01 820 0 "transit" 2016
"Kepler-930 b" 13.26 2.13 0.36 1.25 905 0 "transit" 2016
"Kepler-931 b" 2.3 1.33 0.07 0.86 490 0 "transit" 2016
"Kepler-932 b" 2.51 1.37 0.03 0.87 478 0 "transit" 2016
"Kepler-933 b" 24.64 2.45 0.11 0.87 922 0 "transit" 2016
"Kepler-934 b" 12.15 2.08 0.27 0.81 603 0 "transit" 2016
"Kepler-935 b" 2.37 1.34 0.05 0.78 482 0 "transit" 2016
"Kepler-936 b" 3.05 1.44 0.09 0.92 687 0 "transit" 2016
"Kepler-937 b" 10.21 3.72 0.34 1.15 1482 0 "transit" 2016
"Kepler-937 c" 3.62 2.67 0.59 1.15 1482 0 "transit" 2016
"Kepler-938 b" 15.76 2.22 0.27 0.92 861 0 "transit" 2016
"Kepler-939 b" 6.1 1.75 0.11 0.88 1029 0 "transit" 2016
"Kepler-940 b" 7.34 3.34 0.3 0.97 1317 0 "transit" 2016
"Kepler-941 b" 5.72 3.08 0.13 0.89 1105 0 "transit" 2016
"Kepler-942 b" 13.26 2.13 0.23 0.81 218 0 "transit" 2016
"Kepler-943 b" 41.43 5.92 0.26 0.93 1239 0 "transit" 2016
"Kepler-944 b" 3.47 2.63 0.23 0.86 1035 0 "transit" 2016
"Kepler-945 b" 3.47 2.63 0.19 0.97 1543 0 "transit" 2016
"Kepler-946 b" 8.88 1.93 0.1 0.94 918 0 "transit" 2016
"Kepler-947 b" 17.55 2.27 0.17 0.9 1188 0 "transit" 2016
"Kepler-948 b" 7.56 1.85 0.08 0.96 884 0 "transit" 2016
"Kepler-949 b" 4.8 2.91 0.08 0.89 572 0 "transit" 2016
"Kepler-950 b" 168.55 8.97 0.42 1.02 1489 0 "transit" 2016
"Kepler-951 b" 34.7 5.59 0.31 0.77 408 0 "transit" 2016
"Kepler-952 b" 93.25 7.64 0.5 1 1167 0 "transit" 2016
"Kepler-953 b" 14.86 4.21 0.38 0.95 240 0 "transit" 2016
"Kepler-953 c" 1.54 1.19 0.08 0.95 240 0 "transit" 2016
"Kepler-954 b" 19.11 2.32 0.12 0.82 224 0 "transit" 2016
"Kepler-955 b" 5.99 3.12 0.11 0.89 637 0 "transit" 2016
"Kepler-956 b" 5.28 3 0.06 1.1 631 0 "transit" 2016
"Kepler-957 b" 33.05 5.5 0.06 0.81 749 0 "transit" 2016
"Kepler-958 b" 11.62 2.06 0.09 0.91 467 0 "transit" 2016
"Kepler-959 b" 16.71 4.38 0.14 1.6 1003 0 "transit" 2016
"Kepler-960 b" 17.93 2.28 0.04 0.77 298 0 "transit" 2016
"Kepler-961 b" 3.1 2.54 0.13 0.96 607 0 "transit" 2016
"Kepler-962 b" 9.72 1.97 0.1 0.93 439 0 "transit" 2016
"Kepler-963 b" 3.57 2.65 0.09 0.91 786 0 "transit" 2016
"Kepler-964 b" 12.97 2.12 0.11 0.93 478 0 "transit" 2016
"Kepler-965 b" 7.65 3.38 0.52 1.05 618 0 "transit" 2016
"Kepler-966 b" 13.94 4.12 0.42 1.02 773 0 "transit" 2016
"Kepler-967 b" 20.36 2.35 0.1 0.84 499 0 "transit" 2016
"Kepler-967 c" 9.66 3.65 0.63 0.84 499 0 "transit" 2016
"Kepler-968 b" 10.17 1.99 0.04 0.76 312 0 "transit" 2016
"Kepler-968 c" 5.4 1.69 0.06 0.76 312 0 "transit" 2016
"Kepler-969 b" 11.88 2.07 0.2 0.92 411 0 "transit" 2016
"Kepler-969 c" 0.83 0.99 0.03 0.92 411 0 "transit" 2016
"Kepler-970 b" 4.08 2.77 0.11 0.7 350 0 "transit" 2016
"Kepler-971 b" 13.26 2.13 0.08 0.88 345 0 "transit" 2016
"Kepler-972 b" 19.97 4.65 0.08 1.15 1304 0 "transit" 2016
"Kepler-973 b" 9.51 1.96 0.25 0.86 297 0 "transit" 2016
"Kepler-974 b" 4.09 1.57 0.04 0.52 121 0 "transit" 2016
"Kepler-975 b" 3.31 1.48 0.03 0.8 404 0 "transit" 2016
"Kepler-976 b" 12.3 3.95 0.42 0.87 1020 0 "transit" 2016
"Kepler-977 b" 3.42 2.62 0.17 0.87 664 0 "transit" 2016
"Kepler-978 b" 5.22 2.99 0.27 1.07 624 0 "transit" 2016
"Kepler-979 b" 3.87 2.72 0.08 0.87 606 0 "transit" 2016
"Kepler-980 b" 3.62 2.67 0.1 1.05 804 0 "transit" 2016
"Kepler-981 b" 18.71 2.31 0.05 0.98 913 0 "transit" 2016
"Kepler-982 b" 16.81 2.25 0.13 1.16 702 0 "transit" 2016
"Kepler-983 b" 20.8 2.36 0.31 1.13 655 0 "transit" 2016
"Kepler-984 b" 12.97 2.12 0.24 0.96 461 0 "transit" 2016
"Kepler-985 b" 5.16 2.98 0.45 0.91 741 0 "transit" 2016
"Kepler-986 b" 20.8 2.36 0.28 0.96 563 0 "transit" 2016
"Kepler-987 b" 6.82 3.26 0.43 0.97 936 0 "transit" 2016
"Kepler-988 b" 11.88 2.07 0.11 0.55 248 0 "transit" 2016
"Kepler-989 b" 15.43 2.21 0.07 0.82 484 0 "transit" 2016
"Kepler-990 b" 3.33 2.6 0.09 1.05 933 0 "transit" 2016
"Kepler-990 c" 3.69 1.52 0.01 1.05 933 0 "transit" 2016
"Kepler-991 b" 3.1 2.54 0.32 0.64 370 0 "transit" 2016
"Kepler-992 b" 4.65 1.62 0.13 0.8 268 0 "transit" 2016
"Kepler-993 b" 5.1 2.97 0.13 0.57 298 0 "transit" 2016
"Kepler-994 b" 4.42 1.6 0.02 0.56 170 0 "transit" 2016
"Kepler-995 b" 3.77 2.7 0.17 0.83 659 0 "transit" 2016
"Kepler-996 b" 9.95 1.98 0.05 1.09 1098 0 "transit" 2016
"Kepler-997 b" 2.44 1.36 0.04 1.22 470 0 "transit" 2016
"Kepler-998 b" 19.11 2.32 0.06 1.12 996 0 "transit" 2016
"Kepler-999 b" 19.94 2.34 0.07 1.29 568 0 "transit" 2016
"Kepler-1000 b" 21.44 4.76 0.53 1.4 925 0 "transit" 2016
"Kepler-1001 b" 6.12 3.15 0.11 0.9 1009 0 "transit" 2016
"Kepler-1002 b" 5.68 1.71 0.06 1.22 425 0 "transit" 2016
"Kepler-1003 b" 6.56 1.78 0.05 1.11 873 0 "transit" 2016
"Kepler-1004 b" 49.36 6.27 0.06 1.11 1080 0 "transit" 2016
"Kepler-1005 b" 3.49 1.5 0.07 1 515 0 "transit" 2016
"Kepler-1006 b" 3.78 1.53 0.13 0.78 496 0 "transit" 2016
"Kepler-1007 b" 2.97 1.43 0.05 0.73 365 0 "transit" 2016
"Kepler-1008 b" 1.98 1.28 0.1 0.81 299 0 "transit" 2016
"Kepler-1009 b" 14.46 2.17 0.08 0.59 281 0 "transit" 2016
"Kepler-1010 b" 19.11 2.32 0.2 0.86 610 0 "transit" 2016
"Kepler-1011 b" 4.57 2.87 0.06 0.91 860 0 "transit" 2016
"Kepler-1012 b" 2.04 1.29 0.06 0.95 420 0 "transit" 2016
"Kepler-1013 b" 13.85 2.15 0.13 0.81 433 0 "transit" 2016
"Kepler-1014 b" 21.7 2.39 0.12 0.88 672 0 "transit" 2016
"Kepler-1015 b" 8.87 3.55 0.14 1.49 932 0 "transit" 2016
"Kepler-1016 b" 14.46 2.17 0.03 0.99 1239 0 "transit" 2016
"Kepler-1016 c" 9.85 3.67 0.44 0.99 1239 0 "transit" 2016
"Kepler-1017 b" 10.17 1.99 0.07 0.93 554 0 "transit" 2016
"Kepler-1018 b" 3.24 2.58 0.25 0.91 894 0 "transit" 2016
"Kepler-1019 b" 3.14 1.46 0.02 0.7 198 0 "transit" 2016
"Kepler-1020 b" 17.55 2.27 0.39 0.87 446 0 "transit" 2016
"Kepler-1021 b" 19.52 2.33 0.11 0.89 837 0 "transit" 2016
"Kepler-1022 b" 20.8 2.36 0.09 0.71 455 0 "transit" 2016
"Kepler-1023 b" 3.47 2.63 0.3 0.93 686 0 "transit" 2016
"Kepler-1024 b" 11.88 3.91 0.3 0.81 1017 0 "transit" 2016
"Kepler-1025 b" 9.95 1.98 0.22 1.09 716 0 "transit" 2016
"Kepler-1026 b" 15.43 2.21 0.2 0.79 389 0 "transit" 2016
"Kepler-1027 b" 0.58 0.88 0.03 0.91 291 0 "transit" 2016
"Kepler-1028 b" 2.3 1.33 0.03 0.9 633 0 "transit" 2016
